Nom;SIRET;SIREN;Adresse;Code Postal;Ville;Téléphone;Code NAF;Catégorie;Zone Recherche;Secteur S&Y
EKO WASH EXPRESS (EKO WASH EXPRESS);94202291400017;942022914;LOMME 475 AVENUE DE DUNKERQUE (LOMME) 59000 LILLE;59000;LILLE;+33 6 23 02 55 28;45.20A;garage;Lille;BTP / Mécanique
MYKEYS (MYGLASS);93316219000013;933162190;41 RUE JACQUEMARS GIELEE 59800 LILLE;59800;LILLE;+33 3 20 08 75 06;45.20A;garage;Lille;BTP / Mécanique
MOHAMED BOUDEBOUZ (LAVAGE AUTO);93374674500019;933746745;61 B RUE FRANCISCO FERRER 59800 LILLE;59800;LILLE;+33 6 16 87 65 40;45.20A;garage;Lille;BTP / Mécanique
EURACLEAN'AUTO (EURACLEAN AUTO);83120911900039;831209119;[NON-DIFFUSIBLE];[NON-DIFFUSIBLE];LILLE;+33 3 20 40 67 18;45.20A;garage;Lille;BTP / Mécanique
LETAILLEUR PHILIPPE S.A.S (GARAGE ASLOUN);81802800300015;818028003;13 RUE SALOME 59800 LILLE;59800;LILLE;+33 3 20 56 40 83;45.20A;garage;Lille;BTP / Mécanique
MASTER DEBOSS;81824136600025;818241366;3 CHEMIN DU PRIEURE 59260 LILLE;59260;LILLE;+33 3 20 16 98 80;45.20A;garage;Lille;BTP / Mécanique
RELAI PREMS AUTO;81939441200012;819394412;4 RUE MARX DORMOY 59000 LILLE;59000;LILLE;+33 3 20 30 35 20;45.20A;garage;Lille;BTP / Mécanique
AUTO SERVICE;84485868800022;844858688;83 RUE DES MEUNIERS 59000 LILLE;59000;LILLE;+33 3 80 22 65 58;45.20A;garage;Lille;BTP / Mécanique
MECA AUTO SERVICES;84296673100031;842966731;208 RUE DU FAUBOURG D'ARRAS 59000 LILLE;59000;LILLE;+33 3 87 60 69 86;45.20A;garage;Lille;BTP / Mécanique
SAVE AUTO (SAVE AUTO);87939661200019;879396612;TRIEN ENT. 13 PTE. 12 13 RUE CHARLES PEGUY 59000 LILLE;59000;LILLE;+33 5 61 89 11 76;45.20A;garage;Lille;BTP / Mécanique
HAMID CHAHED (CH-AUTOMOBILE);82528554700014;825285547;LOCAL 6 78 RUE VICTOR HUGO (LOMME) 59000 LILLE;59000;LILLE;+33 3 20 09 16 29;45.20A;garage;Lille;BTP / Mécanique
MECATRONICS MAINTENANCES ET DIAGNOSTICS AUTOMOBILES (MECATRONICS M D A);81085515500018;810855155;497 B AV DE DUNKERQUE 59000 LILLE;59000;LILLE;+33 6 88 13 64 77;45.20A;garage;Lille;BTP / Mécanique
CLEAN TECH (CLEAN TECH);88797111700015;887971117;229 RUE DE SOLFERINO 59000 LILLE;59000;LILLE;+33 1 39 93 47 24;45.20A;garage;Lille;BTP / Mécanique
MOHAMED AKNI (MKAUTO DCI);89119580200014;891195802;37 RUE DRUELLE 59000 LILLE;59000;LILLE;+33 3 62 52 57 73;45.20A;garage;Lille;BTP / Mécanique
MCD SERVICES (MY GLASS);88204155100012;882041551;229 RUE DE SOLFERINO 59000 LILLE;59000;LILLE;+33 3 20 54 73 61;43.22A;garage;Lille;BTP / Mécanique
FRANCE GLASS VITRY (FRANCE GLASS VITRY);88454496600028;884544966;289 RUE DU FAUBOURG DES POSTES 59000 LILLE;59000;LILLE;+33 3 59 28 30 70;45.20A;garage;Lille;BTP / Mécanique
GLASSMEDJBER (GLASS EXPERT) (GM);93200385800010;932003858;208 RUE DU FAUBOURG D'ARRAS 59000 LILLE;59000;LILLE;+33 3 20 04 77 84;45.20A;garage;Lille;BTP / Mécanique
PREMIUM DETAILING;98343885400025;983438854;BUREAU 3 34 PLACE DU GENERAL DE GAULLE 59800 LILLE;59800;LILLE;+33 3 59 54 32 24;45.20A;garage;Lille;BTP / Mécanique
STELLANTIS &YOU FRANCE SAS;30247504103889;302475041;43 RUE JEAN PIERRE TIMBAUD 78300 POISSY;78300;POISSY;+33 4 72 85 95 75;45.11Z;concession;Lille;BTP / Mécanique
WKDA FRANCE;80382236001298;803822360;107 AVENUE DE LA REPUBLIQUE 92320 CHATILLON;92320;CHATILLON;+33 9 54 75 56 13;45.11Z;concession;Lille;BTP / Mécanique
FRAIKIN FRANCE;34386265202906;343862652;9-11 9 RUE DU DEBARCADERE 92700 COLOMBES;92700;COLOMBES;+33 4 72 26 51 94;45.11Z;concession;Lille;BTP / Mécanique
RENAULT RETAIL GROUP;31221230102001;312212301;1ER-2E ETAGE 2 AVENUE DENIS PAPIN 92140 CLAMART;92140;CLAMART;+33 2 35 70 78 65;45.11Z;concession;Lille;BTP / Mécanique
AUTOSPHERE E-MOTION (GROUPE AUTOSPHERE);92228450000019;922284500;12 BOULEVARD RENE DESCARTES 86360 CHASSENEUIL-DU-POITOU;86360;CHASSENEUIL-DU-POITOU;+33 3 72 27 59 59;45.11Z;concession;Lille;BTP / Mécanique
MIHO BY AUTOSPHERE (GROUPE AUTOSPHERE);89212623600025;892126236;RUE DU BLASON 59650 VILLENEUVE-D'ASCQ;59650;VILLENEUVE-D'ASCQ;+33 3 20 66 27 27;45.11Z;concession;Lille;BTP / Mécanique
QARSON;51461048400024;514610484;3 RUE DE SAINT MAURICE 77450 ISLES-LES-VILLENOY;77450;ISLES-LES-VILLENOY;+33 5 56 17 96 48;45.11Z;concession;Lille;BTP / Mécanique
SAGA NORD;88558156100143;885581561;20 RUE CHAPPE 59650 VILLENEUVE-D'ASCQ;59650;VILLENEUVE-D'ASCQ;+33 3 20 72 39 39;45.11Z;concession;Lille;BTP / Mécanique
NYXO LILLE BY AUTOSPHERE (GROUPE AUTOSPHERE);39956465700050;399564657;11C 11 RUE DU DRONCKAERT 59223 RONCQ;59223;RONCQ;+33 3 20 19 01 50;45.11Z;concession;Lille;BTP / Mécanique
GGPC;92267932900016;922679329;3 CHEMIN DU PRIEURE 59260 LILLE;59260;LILLE;+33 1 42 28 04 98;45.11Z;concession;Lille;BTP / Mécanique
GGPE;94385153500014;943851535;HELLEMMES-LILLE 3 CHEMIN DU PRIEURE 59260 LILLE;59260;LILLE;+33 3 20 88 59 59;45.11Z;concession;Lille;BTP / Mécanique
KEOS NIEPPE BY AUTOSPHERE (GROUPE AUTOSPHERE);44585064700014;445850647;1797 RUE D'ARMENTIERES 59850 NIEPPE;59850;NIEPPE;+33 3 20 00 97 00;45.11Z;concession;Lille;BTP / Mécanique
MB AUTOS;83749242000018;837492420;20 RUE MONTAIGNE 59120 LOOS;59120;LOOS;+33 4 67 72 59 69;45.11Z;concession;Lille;BTP / Mécanique
ROND POINT AUTO;35255868800060;352558688;ZAC DE LA GUERNERIE RUE AMBROISE PARE 59280 BOIS-GRENIER;59280;BOIS-GRENIER;+33 1 34 42 63 86;45.11Z;concession;Lille;BTP / Mécanique
MAS DESCAMPS;33845592600026;338455926;32 PLACE DE LA GARE (LILLE) 59800 LILLE;59800;LILLE;+33 3 20 54 99 25;45.11Z;concession;Lille;BTP / Mécanique
LCI VERBAERE MOTORSPORT LILLE (VERBAERE VINTAGE);95395953300019;953959533;LOMME 5 RUE LAVOISIER (LILLE) 59000 LILLE;59000;LILLE;+33 7 67 52 56 38;45.11Z;concession;Lille;BTP / Mécanique
OPALE DRIVE;98963761600016;989637616;1 RUE DES TEMPLIERS 24170 PAYS DE BELVES;24170;PAYS DE BELVES;+33 3 66 72 55 09;45.11Z;concession;Lille;BTP / Mécanique
KEOS ENGLOS BY AUTOSPHERE (GROUPE AUTOSPHERE);42880486800035;428804868;CTRE. ENGLOS LES GEANTS RUE DU HEM PROLONGEE 59320 SEQUEDIN;59320;SEQUEDIN;+33 3 20 00 97 00;45.11Z;concession;Lille;BTP / Mécanique
AUGUSTIN ALLAN;89430822000074;894308220;A34 64 CHEMIN DE ST MENET AUX ACCATES 13011 MARSEILLE;13011;MARSEILLE;+33 3 20 07 19 92;45.11Z;concession;Lille;BTP / Mécanique
ETABLISSEMENTS MARANDIN;45950073200035;459500732;ZAC PARC DU MOULIN LAMBLIN 320 RUE DES BOURRELIERS 59320 HALLENNES-LEZ-HAUBOURDIN;59320;HALLENNES-LEZ-HAUBOURDIN;+33 3 20 09 34 44;45.20B;carrossier;Lille;BTP / Mécanique
SEBASTIEN LEGRIS (KIX NET SERVICES);92905861800018;929058618;RDC LOT 2 6 RUE DE MADAGASCAR 59800 LILLE;59800;LILLE;+33 3 20 16 98 80;45.20B;carrossier;Lille;BTP / Mécanique
SOCIETE DE DIFFUSION ET D APPLICATIONS TECHNIQUES AUTOMOBILES (DATA);32462267900037;324622679;69 AVENUE DE LA LIBERATION 38640 CLAIX;38640;CLAIX;+33 7 51 05 69 33;45.20B;carrossier;Lille;BTP / Mécanique
SA DAFY MOTO;32225058000089;322250580;ZA DE L'ARTIERE RUE HENRI BECQUEREL 63110 BEAUMONT;63110;BEAUMONT;+33 5 49 09 65 08;45.40Z;moto;Lille;BTP / Mécanique
POOL SARL;31667710300046;316677103;8 BOULEVARD RICHARD LENOIR 75011 PARIS;75011;PARIS;+33 4 66 52 58 41;45.40Z;moto;Lille;BTP / Mécanique
ECYCLUM;90339383300012;903393833;3 RUE DU LOUVRE 75001 PARIS;75001;PARIS;+33 9 60 08 51 63;45.40Z;moto;Lille;BTP / Mécanique
D3T DISTRIBUTION;47856625000062;478566250;ZONE DE LA GARE D'EAU 72 RUE ELIE CARTAN 62220 CARVIN;62220;CARVIN;+33 6 61 07 27 13;47.91B;moto;Lille;BTP / Mécanique
BOXER EVASION;48299101500041;482991015;9 RUE DE L'HOTELLERIE 59113 SECLIN;59113;SECLIN;+33 3 28 77 77 28;45.40Z;moto;Lille;BTP / Mécanique
DE DONCKER MOTOS;39958122200052;399581222;ZAC DE L EPINETTE 59113 SECLIN;59113;SECLIN;+33 3 20 97 72 77;45.40Z;moto;Lille;BTP / Mécanique
BRH MOTOS PLUS;37938084300019;379380843;3 RUE DU FAUBOURG D'ARRAS 59000 LILLE;59000;LILLE;+33 6 95 36 68 12;70.10Z;moto;Lille;BTP / Mécanique
MOTO 3000;42862542000032;428625420;1 T RUE JULES VERNE 59790 RONCHIN;59790;RONCHIN;+33 2 41 56 33 30;45.40Z;moto;Lille;BTP / Mécanique
ACCESS LAND;40973943000026;409739430;ZAC DE L'EPINETTE RUE DE L'INDUSTRIE 59113 SECLIN;59113;SECLIN;+33 3 20 54 88 08;45.40Z;moto;Lille;BTP / Mécanique
LYS MOTO;38419255500033;384192555;1 AV JEAN JAURES 59390 LYS LEZ LANNOY;59390;LYS LEZ LANNOY;+33 2 41 70 75 32;45.40Z;moto;Lille;BTP / Mécanique
ROBLIN;37872692100018;378726921;20 B RUE PIERRE LEGRAND 59800 LILLE;59800;LILLE;+33 5 53 28 61 98;45.40Z;moto;Lille;BTP / Mécanique
MOTO LINE;35263667400066;352636674;5 AV JEAN JAURES 59390 LYS LEZ LANNOY;59390;LYS LEZ LANNOY;+33 8 10 38 37 36;45.40Z;moto;Lille;BTP / Mécanique
AVENIR MOTO (TRIUMPH LILLE);39513521300043;395135213;ZAC DE L'EPINETTE 220 RUE DE L'ARTISANAT 59113 SECLIN;59113;SECLIN;+33 3 28 77 77 20;45.40Z;moto;Lille;BTP / Mécanique
NORTH PROJECT;43434990800021;434349908;ZAC DE L EPINETTE RUE DE L'INDUSTRIE 59113 SECLIN;59113;SECLIN;+33 3 20 06 23 23;45.40Z;moto;Lille;BTP / Mécanique
ON TRAKC (ON TRACK);48531263100032;485312631;8 B AVENUE DE BRETAGNE 59000 LILLE;59000;LILLE;+33 3 20 78 10 77;45.40Z;moto;Lille;BTP / Mécanique
MT MOTO;81872534300011;818725343;15 RUE GUSTAVE DELORY (LILLE) 59800 LILLE;59800;LILLE;+33 3 66 19 15 60;45.40Z;moto;Lille;BTP / Mécanique
MASTEREX (MASTEREX);89140510200015;891405102;229 RUE DE SOLFERINO 59000 LILLE;59000;LILLE;+33 3 20 04 88 08;45.40Z;moto;Lille;BTP / Mécanique
TOP MOBILITE;91979794400015;919797944;82 RUE D'ARTOIS 59000 LILLE;59000;LILLE;+33 3 61 97 95 50;45.40Z;moto;Lille;BTP / Mécanique
ETABLISSEMENTS LECOLIER (ETABLISSEMENTS JAQUES LEGER ETABLISSEMENTS LECOLIER CYCLES);45950072400032;459500724;2-5-ZONE DU MOULIN LAMBLIN 2 RUE DE LA SOURCE 59320 HALLENNES-LEZ-HAUBOURDIN;59320;HALLENNES-LEZ-HAUBOURDIN;+33 3 20 09 34 44;45.40Z;moto;Lille;BTP / Mécanique
NM.RACING (NM.RACING);93237626200022;932376262;37 RUE DE LA COUSINERIE 59650 VILLENEUVE-D'ASCQ;59650;VILLENEUVE-D'ASCQ;+33 3 27 89 90 50;45.40Z;moto;Lille;BTP / Mécanique
TOM MOBILITY (MOBILITYURBAN LILLE);92766405200010;927664052;5 RUE GEORGES MAERTENS 59800 LILLE;59800;LILLE;+33 3 61 97 95 50;45.40Z;moto;Lille;BTP / Mécanique
MOHAMED BENHMIDA (SAIMO AUTO);98359803800013;983598038;499 AVENUE DE DUNKERQUE (LOMME) 59000 LILLE;59000;LILLE;+33 3 62 52 57 73;45.20A;garage;Lille;BTP / Mécanique
FAST GLASS;98460612900018;984606129;35 RUE GUSTAVE DELORY (LOMME) 59000 LILLE;59000;LILLE;+33 3 59 28 30 70;45.20A;garage;Lille;BTP / Mécanique
MIKE CLERY (OPUR NETTOYAGE);97841416700012;978414167;229 RUE DE SOLFERINO 59000 LILLE;59000;LILLE;+33 3 20 72 21 03;45.20A;garage;Lille;BTP / Mécanique
DDM FRANCE;93912281800015;939122818;LOT 9 BAT B 7 RUE DE BAPAUME 59000 LILLE;59000;LILLE;+33 6 23 28 40 52;45.20A;garage;Lille;BTP / Mécanique
NL PERFORMANCES;94466323600015;944663236;229 RUE DE SOLFERINO 59800 LILLE;59800;LILLE;+33 2 98 44 25 33;45.20A;garage;Lille;BTP / Mécanique
OUSSAMA BEKHITI (LAVAGE AUTO BIO);98288405800016;982884058;1 RUE AUGUSTE COMTE 59000 LILLE;59000;LILLE;+33 3 20 93 83 42;45.20A;garage;Lille;BTP / Mécanique
ARM;97949938100015;979499381;GR SOLFERINO 229 RUE DE SOLFERINO 59000 LILLE;59000;LILLE;+33 1 69 10 90 97;45.20A;garage;Lille;BTP / Mécanique
ELOUAN BOSSART (ELOBOSS NETTOYAGE);97963116500011;979631165;BUREAU 3 38 BOULEVARD CARNOT 59800 LILLE;59800;LILLE;+33 3 20 04 00 40;45.20A;garage;Lille;BTP / Mécanique
GAMELIN AUTO (GAMELIN AUTO);94860812000010;948608120;229 RUE DE SOLFERINO 59000 LILLE;59000;LILLE;+33 3 20 93 52 68;45.20A;garage;Lille;BTP / Mécanique
ROBERTO TAVARES SANCHES (ROBERTO PARE BRISE);98779209000019;987792090;79 RUE DE FONTENOY 59000 LILLE;59000;LILLE;+33 3 62 27 94 25;45.20A;garage;Lille;BTP / Mécanique
MUSTAPHA EL KHADRIOUI (EM MECANIQUE AUTOMOBILE);99143478800014;991434788;206 B RUE FAIDHERBE 59800 LILLE;59800;LILLE;+33 6 27 44 48 56;45.20A;garage;Lille;BTP / Mécanique
LILL' ATELIER TM;99151404300017;991514043;RUE GUSTAVE NADAUD 59000 LILLE;59000;LILLE;+33 7 69 85 12 42;45.20A;garage;Lille;BTP / Mécanique
BEGLASS;99979155100016;999791551;BUREAU 3 34 PLACE DU GENERAL DE GAULLE 59800 LILLE;59800;LILLE;+33 6 67 88 22 91;45.20A;garage;Lille;BTP / Mécanique
KEVIN LUBIN;91083827500014;910838275;LE MAHONIA D11 92 RUE DE L'ASIE 59000 LILLE;59000;LILLE;+33 6 11 07 26 39;45.20A;garage;Lille;BTP / Mécanique
SARL DAHOU KAMEL;49514675500014;495146755;40-42 40 RUE JEAN JAURES (LILLE) 59000 LILLE;59000;LILLE;+33 3 20 51 42 75;45.20A;garage;Lille;BTP / Mécanique
MPA;51063898400011;510638984;18 B RUE GARIBALDI 59000 LILLE;59000;LILLE;+33 2 38 92 41 05;45.20A;garage;Lille;BTP / Mécanique
SA ETABLISSEMENT CATEU;33525825700013;335258257;117 B RUE VICTOR HUGO (LOMME) 59000 LILLE;59000;LILLE;+33 3 20 15 55 00;45.20A;garage;Lille;BTP / Mécanique
FLANDRE AUTOMOBILE;49256340800011;492563408;19 BOULEVARD DE METZ 59000 LILLE;59000;LILLE;+33 3 20 48 68 30;45.20A;garage;Lille;BTP / Mécanique
PARE-BRISE SERVICES;50825056000010;508250560;32 PLACE DE LA GARE (LILLE) 59800 LILLE;59800;LILLE;+33 9 74 57 06 38;45.20A;garage;Lille;BTP / Mécanique
GENERALE AUTO SERVICE;50858543700017;508585437;19 BOULEVARD DE METZ 59000 LILLE;59000;LILLE;+33 2 51 42 91 36;45.20A;garage;Lille;BTP / Mécanique
GARAGE CATTEAU PAUWELS (GARAGE DE L EPINETTE);75089459400019;750894594;41 RUE D'EMMERIN 59000 LILLE;59000;LILLE;+33 3 20 92 27 80;45.20A;garage;Lille;BTP / Mécanique
MDC AUTO (MDC AUTO);80877842700019;808778427;1 RUE EMILE ROUZE 59000 LILLE;59000;LILLE;+33 3 20 89 49 33;45.20A;garage;Lille;BTP / Mécanique
EUROPIECES (EUROPIECES);79963044700016;799630447;19 BOULEVARD DE METZ 59000 LILLE;59000;LILLE;+33 2 47 44 25 25;45.20A;garage;Lille;BTP / Mécanique
ORANGE MECANIQUE AUTOS LILLE (ORANGE MECANIQUE AUTOS LILLE) (OMA);89853217100011;898532171;69 RUE DU FAUBOURG DE BETHUNE 59000 LILLE;59000;LILLE;+33 9 87 77 63 65;45.20A;garage;Lille;BTP / Mécanique
B2S AUTO (AUTO EXPRESS);88210202300018;882102023;19 BOULEVARD DE METZ 59000 LILLE;59000;LILLE;+33 5 56 33 37 27;45.20A;garage;Lille;BTP / Mécanique
O WASH;94862171900012;948621719;268 RUE PIERRE LEGRAND 59800 LILLE;59800;LILLE;+33 5 62 47 94 00;45.20A;garage;Lille;BTP / Mécanique
CENTRE DE BEAUTE AUTOMOBILE (CBA);48938383600025;489383836;4 RUE D'ISLY 59000 LILLE;59000;LILLE;+33 3 20 79 99 99;45.20A;garage;Lille;BTP / Mécanique
CAR NET;49066185700014;490661857;5 RUE EUGENE DESCAMPS 59160 LILLE;59160;LILLE;+33 2 41 66 71 25;45.20A;garage;Lille;BTP / Mécanique
SAS AUTO PERFORMANCE LOMME (SAS AUTO PERFORMANCE LOMME);82885158400015;828851584;95 RUE DU VINGTIEME SIECLE 59160 LILLE;59160;LILLE;+33 3 20 06 54 41;45.20A;garage;Lille;BTP / Mécanique
GREEN CLEANING SERVICES (GCS.);53068539500010;530685395;124 RUE DE LANNOY 59800 LILLE;59800;LILLE;+33 3 20 08 63 18;45.20A;garage;Lille;BTP / Mécanique
MON CARROSSIER (MON GARAGE);82745123800014;827451238;36 RUE DE BELLE VUE 59000 LILLE;59000;LILLE;+33 4 91 02 23 27;45.20A;garage;Lille;BTP / Mécanique
MECANIQUES LILLE FIVES;84240146500021;842401465;4 RUE RUBENS 59800 LILLE;59800;LILLE;+33 3 20 72 39 39;45.20A;garage;Lille;BTP / Mécanique
N.S AUTOS;98130078300017;981300783;66 RUE PAUL LAFARGUE 59000 LILLE;59000;LILLE;+33 4 77 37 19 65;45.20A;garage;Lille;BTP / Mécanique
MONDIAL CAR;48279082100037;482790821;11 RUE FAIDHERBE 59155 FACHES-THUMESNIL;59155;FACHES-THUMESNIL;+33 9 82 49 79 41;45.11Z;concession;Lille;BTP / Mécanique
QUAD STATION;45227445900034;452274459;ZA DE LA PREVOTE 150 RUE DE LA PREVOTE 59890 QUESNOY-SUR-DEULE;59890;QUESNOY-SUR-DEULE;+33 9 63 55 75 65;45.11Z;concession;Lille;BTP / Mécanique
AB AUTOMOBILE;85092447300018;850924473;20 RUE GARIBALDI 59000 LILLE;59000;LILLE;+33 6 12 91 15 02;45.11Z;concession;Lille;BTP / Mécanique
VAL.AUTOS.MOTORS;89173205900011;891732059;51 BOULEVARD DE LA LIBERTE 59800 LILLE;59800;LILLE;+33 3 62 02 62 82;45.11Z;concession;Lille;BTP / Mécanique
SAS J.A.S.;92256844900016;922568449;4-7 4 RUE DE CALAIS 59800 LILLE;59800;LILLE;+33 9 67 06 04 75;45.11Z;concession;Lille;BTP / Mécanique
GEFICO;91296345100014;912963451;CHAUSSEE DE TIRLEMONT 147 A 4520 WANZE BELGIQUE;None;;+33 2 98 31 98 31;45.11Z;concession;Lille;BTP / Mécanique
EXCLUSIVE CARS 59;94218329400019;942183294;41 RUE JACQUEMARS GIELEE 59800 LILLE;59800;LILLE;+33 6 49 56 04 74;45.11Z;concession;Lille;BTP / Mécanique
RCH CARS;95283833200015;952838332;21 CHEMIN DE MERIGNAN 45240 LA FERTE-SAINT-AUBIN;45240;LA FERTE-SAINT-AUBIN;+33 7 81 93 87 60;45.11Z;concession;Lille;BTP / Mécanique
BL AUTO SELECT (BL CUSTOM);98010324600032;980103246;612 RUE DE LA CHAUDE RIVIERE 59800 LILLE;59800;LILLE;+33 6 50 71 75 89;45.11Z;concession;Lille;BTP / Mécanique
AUTO SALE;80303454500019;803034545;BELGIQUE 733-735 SINT-BERNARDSESTEENWEG 2660  ANTWERPEN BELGIQUE;2660;;+33 2 62 45 85 85;45.11Z;concession;Lille;BTP / Mécanique
NORD ARTOIS SEMI REMORQUES;38272946500072;382729465;3 RUE DU PONT VANUXEEM 59181 STEENWERCK;59181;STEENWERCK;+33 3 20 07 18 62;45.11Z;concession;Lille;BTP / Mécanique
SARL GARAGE DUBECQUEREL;30952903000012;309529030;230 RUE JACQUARD (HELLEMMES-LILLE) 59000 LILLE;59000;LILLE;+33 3 20 93 49 15;45.11Z;concession;Lille;BTP / Mécanique
D.VERBAERE AUTOMOBILES;41061781500031;410617815;5 RUE LAVOISIER (LOMME) 59000 LILLE;59000;LILLE;+33 3 20 60 54 48;45.11Z;concession;Lille;BTP / Mécanique
GARAGE GAMBETTA SECO;44056366600013;440563666;391 RUE LEON GAMBETTA 59000 LILLE;59000;LILLE;+33 3 20 57 29 67;45.11Z;concession;Lille;BTP / Mécanique
RAPID MOTORS;78901297800027;789012978;2 RUE LOUIS ARMAND 62300 LENS;62300;LENS;+33 6 95 36 68 12;45.11Z;concession;Lille;BTP / Mécanique
HR AUTOS (SASU HR AUTOS);82175629300014;821756293;27 6 AVENUE EUGENE VARLIN 59800 LILLE;59800;LILLE;+33 4 30 00 00 08;45.11Z;concession;Lille;BTP / Mécanique
GGP FIRST AUTOMOBILES;43517433900042;435174339;BOULEVARD DE L'OUEST 59000 LILLE;59000;LILLE;+33 3 20 88 59 59;45.11Z;concession;Lille;BTP / Mécanique
TD CAR SARL;44339682500020;443396825;70 CHEMIN DU PILORI 59116 HOUPLINES;59116;HOUPLINES;+33 3 20 37 11 45;45.11Z;concession;Lille;BTP / Mécanique
GALLON SARL;47849572400039;478495724;130 BOULEVARD DE LA LIBERTE 59800 LILLE;59800;LILLE;+33 2 40 54 11 02;45.11Z;concession;Lille;BTP / Mécanique
POIDS LOURDS 59;47849577300036;478495773;130 BOULEVARD DE LA LIBERTE 59800 LILLE;59800;LILLE;+33 3 20 00 03 40;45.11Z;concession;Lille;BTP / Mécanique
GARAGE AVENIR ESPOIR;47893044900010;478930449;206 BOULEVARD VICTOR HUGO 59000 LILLE;59000;LILLE;+33 3 20 72 21 03;45.11Z;concession;Lille;BTP / Mécanique
YOUNSSE JADIR (AUTO TRUST);45300558900032;453005589;APPT D35 18 RUE DE L'ALMA 59200 TOURCOING;59200;TOURCOING;+33 7 81 01 51 63;45.11Z;concession;Lille;BTP / Mécanique
ANTOINE MAILLET (ANTOINE MAILLET);48345726300034;483457263;2 ALLEE VAN GOGH 59100 ROUBAIX;59100;ROUBAIX;+33 9 55 82 55 31;45.11Z;concession;Lille;BTP / Mécanique
RABI BEN KHELIL;42512042500011;425120425;7-9 APT 108 7 RUE DE LA BRIQUETERIE 59800 LILLE;59800;LILLE;+33 3 20 72 39 39;45.11Z;concession;Lille;BTP / Mécanique
PETER CARS;10065919200015;100659192;229 RUE DE SOLFERINO 59800 LILLE;59800;LILLE;+33 7 82 02 95 95;45.11Z;concession;Lille;BTP / Mécanique
BANKS AUTOMOBILES;10107242900018;101072429;229 RUE DE SOLFERINO 59800 LILLE;59800;LILLE;+33 6 27 44 48 56;45.11Z;concession;Lille;BTP / Mécanique
YOUNES ZAYTAR (YZ IMPORT THE CARS);52258072900021;522580729;APT 2 28 RUE DE PHILADELPHIE - LILLE 59000 LILLE;59000;LILLE;+33 3 20 04 00 40;45.11Z;concession;Lille;BTP / Mécanique
MICHEL FERNANDEZ (FDZ AUTO);52349161100027;523491611;41 RUE DE LA SUCRERIE 59540 CAUDRY;59540;CAUDRY;+33 6 16 87 65 40;45.11Z;concession;Lille;BTP / Mécanique
PIERRE D'AVENIA (EASYCAR CONCEPT);34178945100034;341789451;10 PLACE GUY DE DAMPIERRE 59000 LILLE;59000;LILLE;+33 3 20 72 21 03;45.11Z;concession;Lille;BTP / Mécanique
MOHAMED SEDIRA;48234518800072;482345188;5 RUE JOHN LENNON 95370 MONTIGNY-LES-CORMEILLES;95370;MONTIGNY-LES-CORMEILLES;+33 9 52 84 96 01;45.11Z;concession;Lille;BTP / Mécanique
JC AUTO;10030165400016;100301654;41 RUE JACQUEMARS GIELEE 59800 LILLE;59800;LILLE;+33 4 73 15 15 30;45.11Z;concession;Lille;BTP / Mécanique
EURAUTO;38081997900028;380819979;CENTRE COMMERCIAL AUCHAN RTE DE SEQUEDIN 59320 ENGLOS;59320;ENGLOS;+33 4 99 04 93 57;45.11Z;concession;Lille;BTP / Mécanique
ABDELKADER BELKACEMI (KAD AUTO);41948054600037;419480546;BUREAU 326 78 AVENUE DES CHAMPS ELYSEES 75008 PARIS;75008;PARIS;+33 6 16 87 65 40;45.11Z;concession;Lille;BTP / Mécanique
GILBERT MARAHWA;79320116100015;793201161;20 B RUE BERLIOZ 59800 LILLE;59800;LILLE;+33 7 77 17 33 91;45.11Z;concession;Lille;BTP / Mécanique
TAMEUR CHEMISSA (SUR AUTO);51278362200040;512783622;27 RUE DE LA GARE D’HARNES 62710 COURRIERES;62710;COURRIERES;+33 6 16 87 65 40;45.11Z;concession;Lille;BTP / Mécanique
SERYAN GUEVORKIAN (LILLE CARS);52158488800023;521584888;26 AVENUE DES TULIPES 59350 SAINT-ANDRE-LEZ-LILLE;59350;SAINT-ANDRE-LEZ-LILLE;+33 6 62 85 79 44;45.11Z;concession;Lille;BTP / Mécanique
NEGOSAUTO;53058151100025;530581511;61 BOULEVARD DE METZ 59000 LILLE;59000;LILLE;+33 3 20 38 81 91;45.11Z;concession;Lille;BTP / Mécanique
AZMAUTOMOBILE (AZMA);79832946200039;798329462;110 RUE DU MARAIS DE LOMME 59160 LILLE;59160;LILLE;+33 7 66 58 56 74;45.11Z;concession;Lille;BTP / Mécanique
DS PRESTIGE AUTO (DS PRESTIGE AUTO);79974636700017;799746367;13 B RUE DES OEILLETS 59000 LILLE;59000;LILLE;+33 3 20 50 94 94;45.11Z;concession;Lille;BTP / Mécanique
MICHEL LANGLOIS;51100003600067;511000036;BUREAU 3 34 PLACE DU GENERAL DE GAULLE 59800 LILLE;59800;LILLE;+33 1 39 02 38 38;45.11Z;concession;Lille;BTP / Mécanique
KAMEL BOUCHABBA (AUTO BOUCHABBA);79074637400012;790746374;134 RUE DE WAZEMMES 59000 LILLE;59000;LILLE;+33 6 83 76 64 12;45.11Z;concession;Lille;BTP / Mécanique
MOHAMED OUAHDAN;79099760500015;790997605;33 RUE DES HORTENSIAS 59160 LILLE;59160;LILLE;+33 3 62 52 57 73;45.11Z;concession;Lille;BTP / Mécanique
