raison_sociale;telephone;adresse;code_postal;ville;siret;siren;type_etablissement;code_naf;site_web;email;source
Peugeot;01 60 16 31 63;;;;;;concession_auto;;https://concessions.peugeot.fr/leca/;;OpenStreetMap
Peugeot;01 69 03 50 37;;;;;;concession_auto;;https://concessions.peugeot.fr/montgeron/;;OpenStreetMap
Peugeot Citroën;;;;;;;concession_auto;;;;OpenStreetMap
Peugeot Corbeil Groupe Gueudet;01 69 22 82 40;;;;;;concession_auto;;https://concessions.peugeot.fr/metincorbeil/nous-contacter/info-utiles/;;OpenStreetMap
Peugeot Garage Olivan;05 61 61 81 50;;;;;;concession_auto;;https://concessions.peugeot.fr/balma/nous-contacter/info-utiles/;;OpenStreetMap
Peugeot PGV Automobiles;05 61 15 58 88;;;;;;concession_auto;;https://concessions.peugeot.fr/pgv-colomiers/;;OpenStreetMap
Peugeot Psa Retail Montgeron;01 69 03 50 37;;;;;;concession_auto;;https://concessions.peugeot.fr/montgeron/;;OpenStreetMap
Peugeot Psa Retail Toulouse Rocade Ouest;05 34 50 19 19;;;;;;concession_auto;;;;OpenStreetMap
Peugeot Roques-sur-Garonne;05 61 51 81 81;;;;;;concession_auto;;https://concessions.peugeot.fr/sonoma/;;OpenStreetMap
Peugeot Scooters;;;;;;;garage_moto;;;;OpenStreetMap
Peugeot Svika;01 69 21 55 33;;;;;;concession_auto;;https://concessions.peugeot.fr/bernierju/;;OpenStreetMap
Point Auto Services;;;;;;;garage_auto;;;;OpenStreetMap
Point S;;;;;;;garage_auto;;;;OpenStreetMap
Point S;;;;;;;garage_auto;;;;OpenStreetMap
Prestige Carrosserie;;;;;;;carrossier_auto;;;;OpenStreetMap
Pro Motors;05 36 47 25 32;;;;;;garage_moto;;;;OpenStreetMap
RN auto 31;;;;;;;garage_auto;;;;OpenStreetMap
Racing Garage;;;;;;;garage_auto;;;;OpenStreetMap
Rapid Pare Brise;05 32 14 19 57;;;;;;garage_auto;;https://www.rapidparebrise-colomiers.fr;;OpenStreetMap
Rapid Pare Brise;05 32 14 20 19;;;;;;garage_auto;;https://www.rapidparebrise-muret.fr;;OpenStreetMap
Rapid Pare Brise;05 32 14 05 33;;;;;;garage_auto;;https://www.rapidparebrise-castanet-tolosan.fr;;OpenStreetMap
Rapid Pare Brise;05 48 14 81 97;;;;;;garage_auto;;https://www.rapidparebrise-montgiscard.fr;;OpenStreetMap
Rapid Pare Brise;05 19 74 02 50;;;;;;garage_auto;;https://www.rapidparebrise-saint-jean.fr;;OpenStreetMap
Relais Saint-Cyprien;;;;;;;garage_auto;;;;OpenStreetMap
Renault;;115 Route de Grenade;;;;;concession_auto;;;;OpenStreetMap
Renault;;;;;;;concession_auto;;;;OpenStreetMap
Renault;;;;;;;concession_auto;;;;OpenStreetMap
Renault;;;;;;;concession_auto;;;;OpenStreetMap
Renault;;;;;;;concession_auto;;;;OpenStreetMap
Renault;;;;;;;concession_auto;;https://www.balonas-auto.fr;;OpenStreetMap
Renault;;;;;;;concession_auto;;;;OpenStreetMap
Renault;;;;;;;concession_auto;;;;OpenStreetMap
Renault;;165 Mail des Pépinières;77127;;;;concession_auto;;;;OpenStreetMap
Renault;;;;;;;concession_auto;;;;OpenStreetMap
Renault;;;;;;;concession_auto;;;;OpenStreetMap
Renault;;;;;;;concession_auto;;;;OpenStreetMap
Renault;;;;;;;concession_auto;;;;OpenStreetMap
Renault;;;;;;;concession_auto;;;;OpenStreetMap
Renault;;;;;;;concession_auto;;;;OpenStreetMap
Renault;;;;;;;concession_auto;;;;OpenStreetMap
Renault;;;;;;;concession_auto;;;;OpenStreetMap
Renault;;;;;;;concession_auto;;;;OpenStreetMap
Renault;01 69 57 54 54;90;;;;;concession_auto;;https://www.renault-athismons.fr/;;OpenStreetMap
Renault - Agence Jeremie;;;;;;;concession_auto;;;;OpenStreetMap
Renault - Agence Rungis Auto;01 46 86 10 90;19;;;;;concession_auto;;;;OpenStreetMap
Renault Athis Nationale 7;;;;;;;concession_auto;;;;OpenStreetMap
Renault Colomiers Automobiles;;;;;;;concession_auto;;;;OpenStreetMap
Renault Le Village;;;;;;;concession_auto;;;;OpenStreetMap
Renault Minute;;;;;;;concession_auto;;;;OpenStreetMap
Renault Minute;;;;;;;concession_auto;;;;OpenStreetMap
Renault Toulouse Montaudran - Edenauto;05 62 47 87 87;;;;;;concession_auto;;https://renault-toulouse-montaudran.edenauto.com/;;OpenStreetMap
Renault Toulouse Rocade Ouest - Edenauto;05 61 19 21 21;;;;;;concession_auto;;https://renault-toulouse-rocade.edenauto.com/;;OpenStreetMap
Renault Tournefeuille;;;;;;;concession_auto;;;;OpenStreetMap
Ride House;;;;;;;garage_moto;;https://ridehousestore.com;;OpenStreetMap
Roady;;;;;;;garage_auto;;;;OpenStreetMap
Roady;;;;;;;garage_auto;;;;OpenStreetMap
Réparateur Agréé Lexus - Team Toy 91;;;;;;;garage_auto;;;;OpenStreetMap
République Auto Nation;01 69 09 20 62;;;;;;garage_auto;;http://republique-auto-nation-morangis.groupenation.fr/;;OpenStreetMap
S Glass;;;;;;;garage_auto;;;;OpenStreetMap
SN Bretigny Automobile;01 60 84 14 36;;;;;;garage_auto;;;;OpenStreetMap
SOS Pare-Brise Toulouse Etats-Unis;;;;;;;garage_auto;;;;OpenStreetMap
SOS Pare-Brise+;;;;;;;garage_auto;;https://www.sosparebriseplus.fr/labege/;;OpenStreetMap
SOS Pare-Brise+;05 61 24 33 02;;;;;;garage_auto;;https://www.sosparebriseplus.fr/balma/;;OpenStreetMap
SOS Pare-Brise+;01 45 60 43 88;;;;;;garage_auto;;https://www.sosparebriseplus.fr/rungis/;;OpenStreetMap
SVM;;;;;;;garage_auto;;;;OpenStreetMap
Sagaz Motor;;;;;;;garage_moto;;;;OpenStreetMap
Saint-Simon Automobile;;;;;;;garage_auto;;;;OpenStreetMap
Savigny Automobiles;;;;;;;garage_auto;;;;OpenStreetMap
Seat;05 61 00 11 61;;;;;;concession_auto;;https://www.ch-deboussac.fr/seat/;;OpenStreetMap
Seat;05 32 74 84 11;;;;;;concession_auto;;https://www.ch-deboussac.fr/seat/;;OpenStreetMap
Seat;01 60 89 04 63;;;;;;concession_auto;;;;OpenStreetMap
Seat;01 60 48 03 02;;;;;;concession_auto;;;;OpenStreetMap
Seat;01 69 25 41 41;;;;;;concession_auto;;;;OpenStreetMap
Seat Toulouse Sud - Sud Auto Émotion;05 61 31 31 31;;;;;;concession_auto;;;;OpenStreetMap
Select Auto Pro;;;;;;;garage_auto;;;;OpenStreetMap
Servited;;;;;;;garage_auto;;;;OpenStreetMap
Sg Auto Passion;;;;;;;garage_auto;;;;OpenStreetMap
Speedy;05 61 52 91 22;;;;;;garage_auto;;https://centres-auto.speedy.fr/garage/toulouse-narbonne-31400/534;;OpenStreetMap
Speedy;;;;;;;garage_auto;;https://centres-auto.speedy.fr/garage/balma-31130/953;;OpenStreetMap
Speedy;;;;;;;garage_auto;;;;OpenStreetMap
Speedy;05 61 73 20 07;;;;;;garage_auto;;https://centres-auto.speedy.fr/garage/ramonville-saint-agne-31520/984;;OpenStreetMap
Speedy;;;;;;;garage_auto;;;;OpenStreetMap
Speedy;;;;;;;garage_auto;;https://centres-auto.speedy.fr/garage/toulouse-saint-simon-31000/532;;OpenStreetMap
Speedy;;;;;;;garage_auto;;;;OpenStreetMap
Speedy;;;;;;;garage_auto;;;;OpenStreetMap
Speedy;;;;;;;garage_auto;;;;OpenStreetMap
Spoticar;;;;;;;garage_auto;;;;OpenStreetMap
Spoticar;;;;;;;garage_auto;;;;OpenStreetMap
SsangYong;;;;;;;garage_auto;;;;OpenStreetMap
Starter;01 46 87 30 30;1 Rue d'Orly;;;;;garage_auto;;;;OpenStreetMap
Surplus Autos;;;;;;;garage_auto;;https://www.surplus-auto.com/;;OpenStreetMap
Suzuki;;;;;;;garage_moto;;;;OpenStreetMap
Suzuki;;;;;;;concession_auto;;;;OpenStreetMap
Suzuki;;;;;;;concession_auto;;;;OpenStreetMap
Suzuki Corbeil;01 75 90 97 68;;;;;;concession_auto;;https://suzuki-corbeil.fr/;;OpenStreetMap
TSAuto Expert;;12 Allée de Blanquette;;;;;garage_auto;;;;OpenStreetMap
Tesla Toulouse-Plaisance-du-Touch;05 32 63 03 48;;;;;;garage_auto;;;;OpenStreetMap
Top Garage;;;;;;;garage_auto;;https://reseau.top-garage.fr/1095-l-univers-meca;;OpenStreetMap
Toulouse Pneus;;;;;;;garage_auto;;https://bestdrive.fr/centres/balma-267.html;;OpenStreetMap
Toyota;;;;;;;concession_auto;;;;OpenStreetMap
Toyota;;;;;;;concession_auto;;;;OpenStreetMap
Toyota;;;;;;;concession_auto;;;;OpenStreetMap
Toyota - Autos Corbeil Essonnes;01 75 90 96 92;;;;;;concession_auto;;https://www.toyota-corbeil.fr/;;OpenStreetMap
Toyota - edenauto;;;;;;;concession_auto;;;;OpenStreetMap
Toyota Labège;05 62 71 81 00;;;;;;concession_auto;;https://toyota-labege.eden-auto.com/;;OpenStreetMap
Toyota Occasions;;;;;;;concession_auto;;;;OpenStreetMap
Universal Pare-Brise;;;;;;;garage_auto;;;;OpenStreetMap
VPN Autos;;;;;;;garage_auto;;https://toulouse.vpn-autos.com;;OpenStreetMap
Volkswagen;05 62 75 87 58;;;;;;concession_auto;;https://www.volkswagen.fr/fr/partenaire/dbf-toulouseetatsunis.html;;OpenStreetMap
Volkswagen;05 61 44 44 44;;;;;;concession_auto;;https://www.volkswagen.fr/fr/partenaire/dbf-toulouseespagne.html;;OpenStreetMap
Volkswagen;05 61 36 30 00;;;;;;concession_auto;;https://www.volkswagen.fr/fr/partenaire/dbf-toulouselabege.html;;OpenStreetMap
Volkswagen Corbeil Essonnes Groupe Donjon;01 60 89 14 14;;;;;;concession_auto;;;;OpenStreetMap
Volkswagen Ets Jean Gitton;01 69 06 24 94;;;;;;concession_auto;;https://www.volkswagen-entretien.fr/gitton-ris-orangis;;OpenStreetMap
Volkswagen Ets Jean Gitton;01 69 06 24 94;;;;;;concession_auto;;https://www.dasweltauto.fr/fra/fr/occasions/ris-orangis/ets-jean-gitton/FRA08221/;;OpenStreetMap
Volkswagen Sainte Geneviève Des Bois Groupe;01 69 46 63 00;;;;;;concession_auto;;;;OpenStreetMap
Volkswagen Viry-Châtillon - Groupe Donjon;01 69 12 23 40;;;;;;concession_auto;;;;OpenStreetMap
Volvo Truck Center;;;;;;;concession_auto;;;;OpenStreetMap
VolvoSelekt;05 62 47 52 52;;;;;;concession_auto;;https://volvocars-concessions.com/toulouse;;OpenStreetMap
Vulco;05 34 27 57 50;;;;;;garage_auto;;https://www.vulco.fr/;;OpenStreetMap
Vulco;;;;;;;garage_auto;;;;OpenStreetMap
Vulco;01 69 06 30 18;;;;;;garage_auto;;http://www.vulco.com/;;OpenStreetMap
Xmotors (véhicules de loisirs);;;;;;;garage_moto;;;;OpenStreetMap
Yam Service;;;;;;;garage_moto;;;;OpenStreetMap
Yas Auto Company;;16 Rue Alfred Sauvy;;;;;garage_auto;;;;OpenStreetMap
Ycar Sélection;;;;;;;garage_auto;;https://www.ycarselection.fr/;;OpenStreetMap
Zelus;;;;;;;garage_auto;;;;OpenStreetMap
e-trajet;;;;;;;garage_moto;;http://www.e-trajet.com;;OpenStreetMap
garage de la croix blanche;;;;;;;garage_auto;;;;OpenStreetMap
hyundai;;;;;;;concession_auto;;;;OpenStreetMap
marcassus sport;;;;;;;garage_auto;;;;OpenStreetMap
yam31;05 62 72 34 34;39 Rue André Vasseur;;;;;garage_moto;;https://www.yam31.com/;;OpenStreetMap
Škoda;05 62 24 52 00;;;;;;garage_auto;;https://www.ch-deboussac.fr/skoda/;;OpenStreetMap
Škoda;01 69 88 96 97;68 Avenue Charles de Gaulle;91220;;;;garage_auto;;https://concessionnaires.skoda.fr/essonne-91/sa-vega-automobiles-81;;OpenStreetMap
Škoda;01 69 88 96 97;;;;;;garage_auto;;https://concessionnaires.skoda.fr/essonne-91/sa-vega-automobiles-81;;OpenStreetMap
Škoda;01 60 90 80 10;;;;;;garage_auto;;https://concessionnaires.skoda.fr/essonne-91/sa-vega-automobiles-386;;OpenStreetMap
Škoda Saint-Alban - De Boussac Automobiles;05 32 74 84 10;;;;;;garage_auto;;;;OpenStreetMap
Carrosserie Layachi Sa eurl;07 88 46 19 08;47 Bis chemin Bourdettes Bp 31140 31140 Aucamville;31140;31140 AUCAMVILLE;;;carrossier_auto;;;;PagesJaunes
TPL Toulouse;04 68 44 16 47;Route Nationale 20 route Paris BP 80240 31140 Saint Alban;80240;31140 SAINT ALBAN;;;concession_auto;;;;PagesJaunes
Mercedes-Benz LG Toulouse Automobiles Concessionnaire;05 61 61 33 00;231 route Albi BP 62437 31200 Toulouse;62437;31200 TOULOUSE;;;concession_auto;;;;PagesJaunes
Auto Real Automobiles;05 62 24 67 67;La Lauragaise 2979 route Baziège BP 78178 31670 Labège;78178;31670 LABÈGE;;;garage_auto;;;;PagesJaunes
Centre Porsche Toulouse;05 62 71 67 67;71 impasse Bourgade BP 18216 31670 Labège;18216;31670 LABÈGE;;;garage_auto;;;;PagesJaunes
Jaguar Auto Réal Distributeur et Réparateur;05 62 19 18 20;3029 La Lauragaise Bp 78178 31670 Labège;78178;31670 LABÈGE;;;concession_auto;;;;PagesJaunes
Bacqueyrisses Cars & Bus;05 61 76 07 00;4 rue Frères Seigneurie Cs 80010 31830 Plaisance du Touch;80010;31830 PLAISANCE DU TOUCH;;;garage_auto;;;;PagesJaunes
Mourad bouznif;07 53 87 60 62;2 rue Maindreville 28300 Amilly;28300;AMILLY;;;garage_auto;;;;PagesJaunes
ABDOULAYE SOW (ABD AUTO 91);;14 RUE DU MOULIN 91670 ANGERVILLE;91670;ANGERVILLE;78945243000034;789452430;garage_auto;45.32Z;;;API_dept91
ABOK (KART RUNNER);;22 RUE DE LA CHAPELLE 91670 ANGERVILLE;91670;ANGERVILLE;93851790100014;938517901;garage_auto;45.20B;;;API_dept91
GARAGE D'ANGERVILLE (GARAGE D ANGERVILLE);;42 RTE DE DOURDAN 91670 ANGERVILLE;91670;ANGERVILLE;81035129600035;810351296;concession_auto;45.11Z;;;API_dept91
GARAGE DE LA FONTAINE;;2 RUE DU BOIS DE LA FONTAINE 91670 ANGERVILLE;91670;ANGERVILLE;88941704400019;889417044;garage_auto;45.20A;;;API_dept91
MERWANE OGBI (M.C TRUCK SERVICES);;4 RUE JACOB 91670 ANGERVILLE;91670;ANGERVILLE;88997631200021;889976312;garage_auto;45.20B;;;API_dept91
RENE SPRICH;;18 B RUE DE BONNELLES 91470 ANGERVILLIERS;91470;ANGERVILLIERS;51301066000019;513010660;garage_moto;45.40Z;;;API_dept91
Panda 2 Roues;01 46 60 40 77;13 Rue Léonard de Vinci;92160;ANTONY;;;garage_moto;;https://www.panda2roues.com/;;OpenStreetMap
ELIE CRESPIN (MEDIP'AUTO);;9 RUE DE MAILLO 31210 ARDIEGE;31210;ARDIEGE;34200246600031;342002466;garage_auto;45.20A;;;API_dept31
MARIA NOVEGIL (KAM AUTOMOBILES);;10 RUE DE LICHARD 31210 ARDIEGE;31210;ARDIEGE;39899471500033;398994715;concession_auto;45.11Z;;;API_dept31
STAND 90;03 84 28 19 14;1 rue Courbes Fauchees 90800 Argièsans;90800;ARGIÈSANS;;;garage_auto;;;;PagesJaunes
APA (APA) (APA);;27 BOULEVARD ABEL CORNATON 91290 ARPAJON;91290;ARPAJON;94234120700010;942341207;garage_auto;45.32Z;;;API_dept91
BOITES DE VITESSES ARPAJON;;ZA LES BELLES VUES 6 RUE DE CHEVREUSE 91290 ARPAJON;91290;ARPAJON;40300664600026;403006646;garage_auto;45.20B;;;API_dept91
CARROSSERIE BELLES VUES;;ZA DES BELLES VUES 22 RUE DE CHEVREUSE 91290 ARPAJON;91290;ARPAJON;82526930100016;825269301;carrossier_auto;45.20A;;;API_dept91
CARROSSERIE MOTORSPORT;;4 RUE DES CORLUS 91290 ARPAJON;91290;ARPAJON;84754912800027;847549128;garage_moto;45.20A;;;API_dept91
DISPAD;;34 AVENUE DE VERDUN 91290 ARPAJON;91290;ARPAJON;44144679600019;441446796;garage_moto;45.40Z;;;API_dept91
GARAGE D3C;;3 B RUE DU DOCTEUR LOUIS BABIN 91290 ARPAJON;91290;ARPAJON;98111275800017;981112758;garage_auto;45.20A;;;API_dept91
GARAGE DE LA GARE;;11 AVENUE ARISTIDE BRIAND 91290 ARPAJON;91290;ARPAJON;48120543300016;481205433;garage_auto;45.20A;;;API_dept91
GARAGE DU DONJON;;ZA LES BELLES VUES 7 RUE DES PRES 91290 ARPAJON;91290;ARPAJON;78524057300044;785240573;concession_auto;45.11Z;;;API_dept91
GARAGE RODRIGUES;;14 RUE DE CHEVREUSE 91290 ARPAJON;91290;ARPAJON;82436162000019;824361620;garage_auto;45.20A;;;API_dept91
SEBASTIEN DETRAIT;;11 BOULEVARD ERNEST GIRAULT 91290 ARPAJON;91290;ARPAJON;85409082600017;854090826;garage_moto;45.40Z;;;API_dept91
SPEEDY FRANCE SAS;;10 AVENUE DE LA DIVISION LECLERC 91290 ARPAJON;91290;ARPAJON;42136397900418;421363979;garage_auto;45.20A;;;API_dept91
CAGIRE AUTO SARL RIEU;;PL DU PEYROT RUE DU CARILLON 31160 ASPET;31160;ASPET;48006743800014;480067438;garage_auto;45.20A;;;API_dept31
EURL MGO;;QUARTIER FONTAGNERES 31160 ASPET;31160;ASPET;44989856800018;449898568;garage_auto;45.20A;;;API_dept31
Auto Export 91;01 60 48 52 52;13 avenue Jacques Chirac 91200 Athis Mons;91200;ATHIS MONS;;;garage_auto;;;;PagesJaunes
ARIA PIECES AUTO;;29 AVENUE JACQUES CHIRAC 91200 ATHIS-MONS;91200;ATHIS-MONS;92297565100022;922975651;garage_auto;45.32Z;;;API_dept91
C.2.P.;;ZONE DES GUYARDS 11 RUE HELENE BOUCHER 91200 ATHIS-MONS;91200;ATHIS-MONS;38811617000159;388116170;garage_auto;45.20A;;;API_dept91
CARROSSERIE AUTO MAX;;59 RUE ROBERT SCHUMAN 91200 ATHIS-MONS;91200;ATHIS-MONS;92104602500026;921046025;carrossier_auto;45.20A;;;API_dept91
CARROSSERIE PIERRE CURIE;;28 RUE PIERRE CURIE 91200 ATHIS-MONS;91200;ATHIS-MONS;91245647200014;912456472;carrossier_auto;45.20A;;;API_dept91
COMPAGNIE PARISIENNE DE SERVICES (CPS);;PARKING HYPER CARREFOUR AVENUE FRANCOIS MITTERRAND 91200 ATHIS-MONS;91200;ATHIS-MONS;71200258300714;712002583;garage_auto;45.20A;;;API_dept91
DAYTOA MOTORS (D.M.);;91 AVENUE FRANCOIS MITTERRAND 91200 ATHIS-MONS;91200;ATHIS-MONS;90983890600016;909838906;garage_moto;45.40Z;;;API_dept91
FEU VERT;;180 AVENUE FRANCOIS MITTERRAND 91200 ATHIS-MONS;91200;ATHIS-MONS;32735998001658;327359980;garage_auto;45.32Z;;;API_dept91
FISSA PIECE AUTO;;1 RUE CAMILLE FLAMMARION 91200 ATHIS-MONS;91200;ATHIS-MONS;92938999700024;929389997;garage_auto;45.32Z;;;API_dept91
Feloz Auto;01 69 03 35 63;6 Avenue Jacques Chirac;91200;ATHIS-MONS;;;garage_auto;;;;OpenStreetMap
GARAGE A2R;;28 RUE PIERRE CURIE 91200 ATHIS-MONS;91200;ATHIS-MONS;80962830800011;809628308;garage_auto;45.20A;;;API_dept91
GARAGE DE THIAIS;;17 RUE DES GUYARDS 91200 ATHIS-MONS;91200;ATHIS-MONS;81242175800028;812421758;garage_auto;45.20A;;;API_dept91
GARAGE DU CHALET (GARAGE DU CHALET);;5 RUE DU DOCTEUR ROUX 91200 ATHIS-MONS;91200;ATHIS-MONS;10106282600017;101062826;concession_auto;45.11Z;;;API_dept91
GARAGE GONA;;83 QUAI DE L’ORGE 91200 ATHIS-MONS;91200;ATHIS-MONS;92779645800010;927796458;garage_auto;45.20A;;;API_dept91
GARAGE VAILLANT;;62 A 64 62 RUE EDOUARD VAILLANT 91200 ATHIS-MONS;91200;ATHIS-MONS;79847524000015;798475240;garage_auto;45.20A;;;API_dept91
GECKO;;75 AVENUE FRANCOIS MITTERRAND 91200 ATHIS-MONS;91200;ATHIS-MONS;43319912200014;433199122;garage_moto;45.40Z;;;API_dept91
Garage du quai de l'Orge;01 60 48 01 23;83 Quai de l'Orge;91200;ATHIS-MONS;;;garage_auto;;http://www.garageduquaidelorge.fr/;;OpenStreetMap
Iptrans Auto;06 99 55 83 00;31 Avenue Jacques Chirac;91200;ATHIS-MONS;;;garage_auto;;https://www.iptransauto.fr/;;OpenStreetMap
JUGURTHA IMENDJERIOUNE (IJ AUTO KEY);;56 RUE EDOUARD VAILLANT 91200 ATHIS-MONS;91200;ATHIS-MONS;80294674900024;802946749;garage_auto;45.32Z;;;API_dept91
LA GARENNE SURPLUS AUTOMOBILE AMERICAIN (GSAA);;77BIS-81 87-89 - LIEU-DIT LA FERME 77 B RUE ROBERT SCHUMAN 91200 ATHIS-MONS;91200;ATHIS-MONS;58208751600099;582087516;garage_auto;45.20A;;;API_dept91
LOUIS KOUADIO;;CHEZ MR LOUET NAZAIRE 71 RUE DES PLANTES 91200 ATHIS-MONS;91200;ATHIS-MONS;80283462200010;802834622;garage_auto;45.32Z;;;API_dept91
MKS GARAGE;;RUE ALBERT THOMAS 91200 ATHIS-MONS;91200;ATHIS-MONS;82401776800014;824017768;garage_auto;45.20A;;;API_dept91
MOTO 91;;15 AVENUE FRANCOIS MITTERRAND 91200 ATHIS-MONS;91200;ATHIS-MONS;41908970100017;419089701;garage_moto;45.40Z;;;API_dept91
MOTOM;;94 B AVENUE FRANCOIS MITTERRAND 91200 ATHIS-MONS;91200;ATHIS-MONS;48743851700020;487438517;garage_moto;45.40Z;;;API_dept91
MS Auto;01 81 86 02 02;14 Avenue Jacques Chirac;91200;ATHIS-MONS;;;garage_auto;;;;OpenStreetMap
S.K.O.MOTOS;;6 AVENUE JACQUES CHIRAC 91200 ATHIS-MONS;91200;ATHIS-MONS;79093089500012;790930895;garage_moto;45.40Z;;;API_dept91
VSP91;;133 AVENUE JEAN JAURES 91200 ATHIS-MONS;91200;ATHIS-MONS;75225883000013;752258830;garage_auto;45.32Z;;;API_dept91
AD CARROSSERIE CAR ATLANTIQUE;05 59 64 03 01;13 route Fronton 31140 Aucamville;31140;AUCAMVILLE;;;carrossier_auto;;;;PagesJaunes
ALAIN TOMAS;;6 IMP FERNAND AZAIS 31140 AUCAMVILLE;31140;AUCAMVILLE;33341072800013;333410728;garage_auto;45.20B;;;API_dept31
API TOULOUSE NORD;05 61 20 20 00;47 route Paris 31140 Aucamville;31140;AUCAMVILLE;;;carrossier_auto;;;;PagesJaunes
AVDB Moto;05 34 43 48 16;64 impasse Lespinasse 31140 Aucamville;31140;AUCAMVILLE;;;garage_moto;;;;PagesJaunes
Agm Auto;;3 chemin Adrets 31140 Aucamville;31140;AUCAMVILLE;;;garage_auto;;;;PagesJaunes
Alliance Auto;07 89 42 82 03;84 chemin Lespinasse 31140 Aucamville;31140;AUCAMVILLE;;;garage_auto;;;;PagesJaunes
Autos 4x4 Azur;05 61 70 24 44;73 route Paris 31140 Aucamville;31140;AUCAMVILLE;;;concession_auto;;;;PagesJaunes
BF Automobiles;06 28 62 84 24;51 route Paris 31140 Aucamville;31140;AUCAMVILLE;;;carrossier_auto;;;;PagesJaunes
CAR CONCEPT CARROSSERIE;;47 ROUTE DE PARIS 31140 AUCAMVILLE;31140;AUCAMVILLE;48363213900034;483632139;carrossier_auto;45.20A;;;API_dept31
CARROSSERIE LAYACHI;;47 CHEMIN DES BOURDETTES 31140 AUCAMVILLE;31140;AUCAMVILLE;52531545300023;525315453;carrossier_auto;45.20A;;;API_dept31
CARROSSERIE MODENA;;18 RUE PIERRE ET MARIE CURIE 31140 AUCAMVILLE;31140;AUCAMVILLE;82948984800020;829489848;carrossier_auto;45.20A;;;API_dept31
CARROSSERIE SUDESIGN PEINTURE (CARROSTYLE);;7 IMPASSE MURATET 31140 AUCAMVILLE;31140;AUCAMVILLE;79015277100016;790152771;carrossier_auto;45.20A;;;API_dept31
CARROSSERIE TOULOUSE NORD;;86 CHEMIN DE LESPINASSE 31140 AUCAMVILLE;31140;AUCAMVILLE;88805282600011;888052826;carrossier_auto;45.20A;;;API_dept31
CHRISTIAN KERTHE (TITANIUM 31);;2 PLACE DES MURIERS 31140 AUCAMVILLE;31140;AUCAMVILLE;33302484200093;333024842;garage_auto;45.32Z;;;API_dept31
CONCEPT AUTO CARROSSERIE;;2 AVENUE DU SERS 31140 AUCAMVILLE;31140;AUCAMVILLE;84315195200010;843151952;carrossier_auto;45.20A;;;API_dept31
Campagne Armand;05 61 70 00 89;1 chemin Adrets 31140 Aucamville;31140;AUCAMVILLE;;;garage_auto;;;;PagesJaunes
Carrosserie Presta Carr;05 61 53 91 54;1 impasse Azais 31140 Aucamville;31140;AUCAMVILLE;;;carrossier_auto;;;;PagesJaunes
Carrosserie Toulouse Nord;05 61 91 15 35;86 chemin Lespinasse 31140 Aucamville;31140;AUCAMVILLE;;;carrossier_auto;;;;PagesJaunes
DKF MOTORS;;12 BIS RUE DES PEUPLIERS 31140 AUCAMVILLE;31140;AUCAMVILLE;93976839600011;939768396;concession_moto;45.11Z;;;API_dept31
DL Auto;05 61 70 03 10;13 route Fronton 31140 Aucamville;31140;AUCAMVILLE;;;garage_auto;;;;PagesJaunes
DL AutoConnu sous : Garage et Carrosserie;05 61 70 03 10;13 route Fronton 31140 Aucamville;31140;AUCAMVILLE;;;carrossier_auto;;;;PagesJaunes
E.B.R. (E.B.R.);;1 IMP FERNAND AZAIS 31140 AUCAMVILLE;31140;AUCAMVILLE;88007227700010;880072277;garage_moto;45.40Z;;;API_dept31
FRANCIAL;;5 RUE CLEMENT ADER 31140 AUCAMVILLE;31140;AUCAMVILLE;52298668600015;522986686;garage_auto;45.32Z;;;API_dept31
FRANCOIS LEBERT;;1 IMPASSE AZAIS 31140 AUCAMVILLE;31140;AUCAMVILLE;40819526100032;408195261;garage_moto;45.40Z;;;API_dept31
GBV NORD;;RN 20 121 ROUTE DE PARIS 31140 AUCAMVILLE;31140;AUCAMVILLE;41913331900022;419133319;garage_auto;45.20B;;;API_dept31
GLEN REINARD (SERVICE DES JARDINS);;1 IMPASSE DU HERON CENDRE 31140 AUCAMVILLE;31140;AUCAMVILLE;89473382300021;894733823;concession_auto;45.11Z;;;API_dept31
HAMID HAJAR;06 44 09 20 60;9 chemin Carrières 31140 Aucamville;31140;AUCAMVILLE;;;garage_auto;;;;PagesJaunes
